politician_id,name_pinyin,name_fanti,c_personid,major,birth_year,death_year,age_death,choronym,hometown_code,office_startyear,age_office,exam_rank,military_CBDB,fiscal_CBDB,hometown_county_pinyin,hometown_county_name,hometown_admintype,hometown_admintype_startyear,hometown_admintype_endyear,hometown_x,hometown_y,hometown_prefecture_id,hometown_prefecture_name,hometown_province_id,hometown_province_name,kin_node,kin_dis,kin_cen_n,kin_cen,kinproximity,kincount,c_entry_code,c_entry_desc_chn,c_entry_code2,c_entry_desc_chn2,c_entry_code3,c_entry_desc3_chn,choronym_dummy,kinproximity_st,entry_exam,entry_priv,year_index,year_earliest,year_latest,year_entry_est,start_year,end_year,northernsong,southernsong,cohort,period1,period2,period3,period4,period5,period6,period7,period8,period9,period10,period11,period12,period13,period14,period15,period16,reign1,reign2,reign3,reign4,reign5,reign6,reign7,reign8,reign9,reign10,reign11,reign12,reign13,reign14,reign15,reign16,reign17,cohort1,cohort2,cohort3,cohort4,cohort5,cohort6,cohort7,cohort8,cohort9,cohort10,cohort11,cohort12,cohort13,cohort14,cohort15,cohort16,kaifeng_x,kaifeng_y,linan_x,linan_y,dist_kaifeng,dist_linan,dist_capital,southernsong_distcapital,networkid
1020,Wang Xiliang,王晞亮,1813,1,,,,0,100531,1131,,0,,,Putian,莆田,Xian,985,1279,119.011101,25.433954,13947,兴化军,13867,福建路,,,,,,,50,学校: 上舍及第,,,,,0,,1,0,1161,,,1131,1151,1171,0,1,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,1130.328907859196,544.6407464577169,544.64075,544.64075,457
164,Xiang Hong,向纮,3356,1,1046,1067,22,8,100658,,,,,,Kaifeng,开封,Xian,1053,1119,114.34333,34.785477,11027,开封府,11026,京畿路,,,,,,,,,,,,,1,,0,0,1067,,,1067,1048,1067,1,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,1.451161560426355,744.4746598566646,1.4511615,0,458
203,Lv Gongru,吕公孺,1315,1,,,70,31,100658,,,,,1,Kaifeng,开封,Xian,1053,1119,114.34333,34.785477,11027,开封府,11026,京畿路,,,,,,,54,科举学校: 恩赐出身、特赐出身等,118,恩荫(笼统),,,1,,0,1,1090,,,1090,1090,1090,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,1.451161560426355,744.4746598566646,1.4511615,0,459
1209,Hu Zongyan,胡宗炎,832,1,,,,1,12723,1065,,0,,1,Wujin,武进,Xian,960,1279,119.952301,31.782784,12721,常州,12669,两浙西路,,,,,,,26,科举 (笼统),,,,,1,,1,0,1095,,1100,1065,1085,1105,1,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,619.2516711885365,172.549800665161,619.25165,0,460
1153,Cheng Sigong,程嗣恭,123,1,,,,36,100409,,,,,1,Luoyang,洛阳,Xian,1072,1126,112.38263,34.665276,11372,河南府,11371,京西北路,,,,,,,,,,,,,1,,0,0,1097,,,1097,1097,1097,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,181.046095491508,881.5776011609809,181.0461,0,461
211,Lv Xichun,吕希纯,1304,1,,,60,31,100658,,,,,1,Kaifeng,开封,Xian,1053,1119,114.34333,34.785477,11027,开封府,11026,京畿路,,,,,,,36,科举: 进士(笼统),,,,,1,,1,0,1102,1086,1102,1086,1086,1102,1,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,1.451161560426355,744.4746598566646,1.4511615,0,462
989,Wang Yansou,王岩叟,8154,1,1043,1093,51,0,11566,,,,,,,,,,,,,,,,,,,,,,,161,科举: 明经,,,,,0,,1,0,1093,,,1093,1074,1093,1,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,,,,,463
1636,Zheng Kan(2),郑戡,8179,1,,,,11,12690,1038,,0,,,Wu Xian,吴县,Xian,960,1112,120.618622,31.31271,12688,苏州,12669,两浙西路,,,,,,,36,科举: 进士(笼统),,,,,1,,1,0,1068,,,1038,1058,1078,1,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,700.9334013121254,126.4005308794412,700.93341,0,464
156,Xiang Zhuanfan,向传范,7238,1,1010,1074,65,8,100658,,,,,,Kaifeng,开封,Xian,1053,1119,114.34333,34.785477,11027,开封府,11026,京畿路,5,.7039940771233328,0,0,.0048798560164869,3,36,科举: 进士(笼统),118,恩荫(笼统),,,1,.0016266187,1,0,1069,,,1069,1055,1074,1,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,1.451161560426355,744.4746598566646,1.4511615,0,465
1641,Zheng Minyi,郑民彝,7186,1,1021,1060,40,11,12690,,,,,,Wu Xian,吴县,Xian,960,1112,120.618622,31.31271,12688,苏州,12669,两浙西路,,,,,,,118,恩荫(笼统),,,,,1,,0,1,1060,,,1060,1041,1060,1,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,700.9334013121254,126.4005308794412,700.93341,0,466
1800,Ma Xun,马寻,1347,1,,,,0,11206,1009,,,,1,Xucheng,须城,Xian,1074,1126,116.282559,35.956072,101057,郓州,11203,京东西路,,,,,,,161,科举: 明经,,,,,0,,1,0,1044,,,1009,1029,1049,1,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,217.5034316138162,730.7283842560438,217.50343,0,467
1281,Ge Huaixu,葛怀煦,10095,1,,,,0,11705,,,0,1,,Zhending,真定,Xian,1073,1126,114.563645,38.14011,11704,真定府,11703,河北西路,,,,,,,77,军员转补,,,,,0,,0,0,1041,,,1041,1041,1041,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,371.5928059587395,1017.274591987977,371.5928,0,468
1387,Xie Jingwen,谢景温,728,1,,,77,2,100679,1049,,,,1,Wujiang,吴江,Xian,960,1112,120.637787,31.167065,12688,苏州,12669,两浙西路,,,,,,,36,科举: 进士(笼统),,,,,1,,1,0,1079,,,1049,1069,1089,1,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,711.8191213384034,112.0407154529392,711.81909,0,469
612,Zhu Mingzhi,朱明之,526,1,,,,17,12435,1049,,,,1,Jiangdu,江都,Xian,972,1279,119.437187,32.39127,12434,扬州,12433,淮南东路,,,,,,,36,科举: 进士(笼统),,,,,1,,1,0,1084,,,1049,1069,1089,1,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,541.9512178031364,248.8431654571384,541.95123,0,470
207,Lv Dafang,吕大防,1327,1,1027,1097,71,49,11907,1049,,,,1,Lantian,蓝田,Xian,1072,1126,109.321556,34.153698,11902,京兆府,11901,永兴路,11,.1320740493234704,0,0,.2254656439181417,11,165,科举: 正奏名进士,,,,,1,.020496877,1,0,1086,,,1049,1069,1096,1,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,467.6398652246631,1110.983225199785,467.63986,0,471
1319,Xiao Hui,萧惠,45644,1,983,1056,74,70,3803,,,,,,,,,,,,,,,,,13,0,0,0,,9,,,,,,,1,,0,0,1042,,,1042,1037,1052,1,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,,,,,472
1238,Fan Ziqi,范子奇,586,1,,,63,0,100409,,,,,1,Luoyang,洛阳,Xian,1072,1126,112.38263,34.665276,11372,河南府,11371,京西北路,,,,,,,118,恩荫(笼统),,,,,0,,0,1,1094,,,1094,1094,1094,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,181.046095491508,881.5776011609809,181.0461,0,473
1349,Wei Jing,卫泾,12066,1,1159,1226,68,0,100158,1184,,1,,,Kunshan,昆山,Xian,1113,1221,120.94823456,31.386108398,101089,平江府,12669,两浙西路,,,,,,,36,科举: 进士(笼统),,,,,0,,1,0,1214,,,1184,1204,1226,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,114.35311,34.795773,120.17629,30.238457,722.2946702677654,147.1224407793163,147.12244,147.12244,474
1548,Zhao Ruyu,赵汝愚,3200,1,,,,0,100632,1166,,,,,Yugan,余干,Xian,960,1279,116.681953,28.691545,12875,饶州,12824,江南东路,19,.2200247992505395,3,1,.1431097912136465,19,36,科举: 进士(笼统),,,,,0,.0075320941,1,0,1196,,,1166,1186,1206,0,1,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,114.35311,34.795773,120.17629,30.238457,711.846472165043,379.8220811301055,379.82208,379.82208,475
1317,Jiang Fu,蒋芾,10456,1,,,,13,12726,1151,,3,,,Yixing,宜兴,Xian,976,1279,119.814385,31.363638,12721,常州,12669,两浙西路,,,,,,,36,科举: 进士(笼统),,,,,1,,1,0,1181,,,1151,1171,1191,0,1,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,636.1344739245454,129.4630886334941,129.46309,129.46309,476
1555,Zhao Shen,赵眘,9011,1,1127,1194,68,43,12672,1162,37,0,,,Qiantang,钱塘,Xian,979,1128,120.168625,30.294125,101088,杭州,12669,两浙西路,3,.421150451227593,0,0,1.001186566310935,2,1,前帝逊位,,,,,1,.5005933,0,0,1186,,,1162,1182,1194,0,1,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,114.35311,34.795773,120.17629,30.238457,739.7249085161435,6.215164114916305,6.2151642,6.2151642,477
1612,Guo Shiyu,郭师禹,45226,1,,,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,1194,,1194,1194,1194,1194,0,1,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,114.35311,34.795773,120.17629,30.238457,,,,,478
1499,Zhao Shikui,赵师夔,17677,1,1136,1196,61,18,12715,,,0,,1,Wucheng,乌程,Xian,960,1279,120.099312,30.864964,101092,湖州,12669,两浙西路,8,.321046139613528,0,0,.0249161887913942,8,118,恩荫(笼统),,,,,1,.0031145236,0,1,1195,,,1195,1177,1196,0,1,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,692.2303615826378,69.84734178613658,69.847343,69.847343,479
789,Lin Zuqia,林祖洽,3574,1,1140,1218,79,0,100584,,,,,1,Yin Xian,鄞县,Xian,960,1279,121.542656,29.866316,101095,明州,12753,两浙东路,,,,,,,,,,,,,0,,0,0,1199,,,1199,1199,1209,0,1,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,114.35311,34.795773,120.17629,30.238457,869.6147938918685,138.071626377763,138.07162,138.07162,480
939,Pan Lianggui,潘良贵,1388,1,1094,1150,57,0,12785,1112,19,0,,1,Jinhua,金华,Xian,960,1279,119.649918,29.104712,12784,婺州,12753,两浙东路,,,,,,,50,学校: 上舍及第,,,,,0,,1,0,1150,,,1112,1132,1150,0,1,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,805.3094171927123,135.6084657496804,135.60846,135.60846,481
199,Wu Gai,吴盖,17703,1,1125,1166,42,0,11027,1135,11,0,1,,,,,,,,,,,,,1,,0,0,,,118,恩荫(笼统),,,,,0,,0,1,1166,,,1135,1155,1166,0,1,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,,,,,482
1035,Wang Fen(3),王汾,17917,1,,,,0,11263,,,,,,Juye,巨野,Xian,1074,1126,116.08870697,35.396209717,11262,济州,11203,京东西路,,,,,,,36,科举: 进士(笼统),,,,,0,,1,0,1100,,,1100,1100,1100,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,171.6990709715417,688.0909711960317,171.69907,0,483
1569,Zhao Chen,赵谌,50183,1,,,,0,100669,,,,,,Xiangfu,祥符,Xian,1053,1119,114.34333,34.785477,11027,开封府,11026,京畿路,,,,,,,,,,,,,0,,0,0,1190,,,1190,1190,1190,0,1,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,114.35311,34.795773,120.17629,30.238457,1.451161560426355,744.4746598566646,744.47467,744.47467,484
191,Wu Ting,吴珽,17705,1,,,,0,12672,,,,,1,Qiantang,钱塘,Xian,979,1128,120.168625,30.294125,101088,杭州,12669,两浙西路,,,,,,,,,,,,,0,,0,0,1195,1146,,1146,1146,1195,0,1,10,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,739.7249085161435,6.215164114916305,6.2151642,6.2151642,485
1762,Han Tuozhou,韩侂冑,3326,1,1152,1207,56,45,12672,,,0,,,Qiantang,钱塘,Xian,979,1128,120.168625,30.294125,101088,杭州,12669,两浙西路,,,,,,,118,恩荫(笼统),,,,,1,,0,1,1207,,,1207,1188,1207,0,1,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,114.35311,34.795773,120.17629,30.238457,739.7249085161435,6.215164114916305,6.2151642,6.2151642,486
125,Liu Shu,刘述,1230,1,,,72,17,12718,1034,,,,1,Changxing,长兴,Xian,960,1279,119.901375,31.013893,101092,湖州,12669,两浙西路,4,0,0,0,4,4,36,科举: 进士(笼统),,,,,1,1,1,0,1067,,,1034,1054,1074,1,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,667.1234102342856,89.91702280354789,667.12341,0,487
640,Li Can,李参,1071,1,,,74,0,11206,,,0,,1,Xucheng,须城,Xian,1074,1126,116.282559,35.956072,101057,郓州,11203,京东西路,,,,,,,118,恩荫(笼统),,,,,0,,0,1,1065,,,1065,1065,1065,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,217.5034316138162,730.7283842560438,217.50343,0,488
101,Liu Zhi,刘挚,8089,1,,,68,51,11206,1057,28,0,,,Xucheng,须城,Xian,1074,1126,116.282559,35.956072,101057,郓州,11203,京东西路,2,.177416187571786,0,0,.0112295774742961,2,36,科举: 进士(笼统),,,,,1,.0056147887,1,0,1092,,,1057,1077,1095,1,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,217.5034316138162,730.7283842560438,217.50343,0,489
1869,Huang Shuao,黄叔敖,856,1,,,,32,12917,1091,,,,1,Fenning,分宁,Xian,960,1279,114.559631,29.038708,101099,洪州,12907,江南西路,2,.4027768266827455,0,0,.0075563688296825,2,36,科举: 进士(笼统),,,,,1,.0037781843,1,0,1134,,,1091,1111,1131,1,0,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,638.6748019916165,559.8356532721906,638.6748,0,490
1479,Zhao Zongdan,赵宗旦,3212,1,,,,19,100658,,,,,,Kaifeng,开封,Xian,1053,1119,114.34333,34.785477,11027,开封府,11026,京畿路,3,0,0,0,3,3,,,,,,,1,1,0,0,1078,,,1078,1078,1078,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,1.451161560426355,744.4746598566646,1.4511615,0,491
1476,Zhao Zongti,赵宗悌,25262,1,,,,19,100658,,,0,1,,Kaifeng,开封,Xian,1053,1119,114.34333,34.785477,11027,开封府,11026,京畿路,,,,,,,74,宗子该恩,,,,,1,,0,1,1079,,,1079,1079,1079,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,1.451161560426355,744.4746598566646,1.4511615,0,492
1494,Zhao Zongda,赵宗达,19310,1,,,,19,100658,1070,,,1,,Kaifeng,开封,Xian,1053,1119,114.34333,34.785477,11027,开封府,11026,京畿路,,,,,,,64,世袭,74,宗子该恩,,,1,,0,1,1064,,,1070,1090,1110,1,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,1.451161560426355,744.4746598566646,1.4511615,0,493
175,Wu Shouliang,吴守良,17240,1,,,,0,12217,,,,1,,Yangqu,阳曲,Xian,979,1058,112.736015,38.08202,12215,并州,12214,河东路,,,,,,,,,,,,,0,,0,0,1030,,,1030,1030,1030,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,392.4129465504141,1107.127509391755,392.41293,0,494
183,Wu Zhaoming,吴昭明,22326,1,,,53,0,12217,,,,,,Yangqu,阳曲,Xian,979,1058,112.736015,38.08202,12215,并州,12214,河东路,,,,,,,,,,,,,0,,0,0,1030,,,1030,1030,1030,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,392.4129465504141,1107.127509391755,392.41293,0,495
1489,Zhao Zongyu,赵宗育,26499,1,1012,1041,30,19,100658,1024,13,0,1,,Kaifeng,开封,Xian,1053,1119,114.34333,34.785477,11027,开封府,11026,京畿路,,,,,,,74,宗子该恩,,,,,1,,0,1,1041,,,1024,1041,1041,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,1.451161560426355,744.4746598566646,1.4511615,0,496
712,Li Bing,李炳,19550,1,,976,,28,100658,,,0,,,Kaifeng,开封,Xian,1053,1119,114.34333,34.785477,11027,开封府,11026,京畿路,2,,0,0,,,14,征辟,,,,,1,,0,0,976,,,976,957,976,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,1.451161560426355,744.4746598566646,1.4511615,0,497
1485,Zhao Zongli,赵宗立,17377,1,,,,19,100658,,,,1,,Kaifeng,开封,Xian,1053,1119,114.34333,34.785477,11027,开封府,11026,京畿路,,,,,,,64,世袭,74,宗子该恩,,,1,,0,1,1060,,,1060,1060,1060,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,1.451161560426355,744.4746598566646,1.4511615,0,498
263,Tang Xun,唐询,1595,1,1005,1064,60,93,12672,1027,23,0,,1,Qiantang,钱塘,Xian,979,1128,120.168625,30.294125,101088,杭州,12669,两浙西路,,,,,,,28,科举: 制举 (笼统),36,科举: 进士(笼统),118,恩荫(笼统),1,,1,0,1064,,,1027,1047,1064,1,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,739.7249085161435,6.215164114916305,739.72491,0,499
1894,Pang Yuanchang,庞元常,20786,1,,,,0,11270,,,,1,,Chengwu,成武,Xian,1074,1126,115.875175,34.962231,11267,单州,11203,京东西路,,,,,,,,,,,,,0,,0,0,1080,,,1080,1080,1080,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,140.3691937405005,661.222386889965,140.36919,0,500
1296,Cai Bian,蔡卞,8131,1,1058,1117,60,2,100022,1070,,,,,Xianyou,仙游,Xian,985,1279,118.68367004,25.364557266,13947,兴化军,13867,福建路,,,,,,,36,科举: 进士(笼统),,,,,1,,1,0,1117,,,1070,1090,1117,1,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,1125.41691760397,559.7569109019131,1125.4169,0,501
1404,Jia Qing,贾青,436,1,,,,34,11969,,,,,1,Hancheng,韩城,Xian,1072,1126,110.437637,35.465939,11962,同州,11901,永兴路,,,,,,,,,,,,,1,,0,0,1102,,,1102,1102,1102,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,364.5019094473719,1079.474302163383,364.50192,0,502
1660,Qian Jingzhen,钱景臻,7141,1,,,,24,100658,,,0,1,,Kaifeng,开封,Xian,1053,1119,114.34333,34.785477,11027,开封府,11026,京畿路,,,,,,,77,军员转补,,,,,1,,0,0,1067,,,1067,1067,1067,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,1.451161560426355,744.4746598566646,1.4511615,0,503
1396,Jia Gui,贾圭,11753,1,1028,1072,45,34,100658,,,,,,Kaifeng,开封,Xian,1053,1119,114.34333,34.785477,11027,开封府,11026,京畿路,,,,,,,118,恩荫(笼统),,,,,1,,0,1,1072,,,1072,1053,1072,1,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114.35311,34.795773,120.17629,30.238457,1.451161560426355,744.4746598566646,1.4511615,0,504
