a,b,c,d
687,0.2916716106837452,A,2021-11-17
688,0.38431154062503414,B,2021-11-18
689,-0.027099468228203156,A,2021-11-19
690,0.06578063660609448,B,2021-11-20
691,-0.7109876386947707,A,2021-11-21
692,1.0921537057648192,B,2021-11-22
693,-0.33690960601192277,A,2021-11-23
694,0.3661471298452648,B,2021-11-24
695,-0.3184488304409165,A,2021-11-25
696,0.964617432835719,B,2021-11-26
697,-0.6886601322019603,A,2021-11-27
698,0.2627266964877255,B,2021-11-28
699,0.5303759418184707,A,2021-11-29
700,0.2380808026202829,B,2021-11-30
701,-0.3591450331827248,A,2021-12-01
702,0.4813117065302998,B,2021-12-02
703,-1.9892925849507024,A,2021-12-03
704,-0.5159014430719995,B,2021-12-04
705,-0.08819996251633455,A,2021-12-05
706,1.024098886034127,B,2021-12-06
707,-0.6475330068264225,A,2021-12-07
708,1.0519234960217254,B,2021-12-08
709,1.2280640090681194,A,2021-12-09
710,-0.07313506710106032,B,2021-12-10
711,1.235763701437403,A,2021-12-11
712,-1.0632758720166902,B,2021-12-12
713,0.3124294131155221,A,2021-12-13
714,1.972685180460717,B,2021-12-14
715,1.5302690891419937,A,2021-12-15
716,1.458015286614784,B,2021-12-16
717,0.2949806681630121,A,2021-12-17
718,0.7543015600830723,B,2021-12-18
719,0.4367106611635122,A,2021-12-19
720,-1.3548349491940037,B,2021-12-20
721,2.9109241739196645,A,2021-12-21
722,0.5314089574588967,B,2021-12-22
723,0.13865245596571574,A,2021-12-23
724,0.3232776934611258,B,2021-12-24
725,-0.5488464439809777,A,2021-12-25
726,1.0714262728377069,B,2021-12-26
727,-0.9112936457527809,A,2021-12-27
728,-0.2045020790876326,B,2021-12-28
729,-1.8096417286096844,A,2021-12-29
730,0.133722860976991,B,2021-12-30
731,0.37580467370031645,A,2021-12-31
732,-0.9532677990145352,B,2022-01-01
733,0.46428977129176735,A,2022-01-02
734,-0.6341119384750055,B,2022-01-03
735,-1.2694943383069517,A,2022-01-04
736,0.41759779662385693,B,2022-01-05
737,-0.3766212177620342,A,2022-01-06
738,0.3933461514824331,B,2022-01-07
739,-0.48781992249667844,A,2022-01-08
740,0.5603510243951566,B,2022-01-09
741,0.23163187422527803,A,2022-01-10
742,2.234187568935873,B,2022-01-11
743,-1.4524530731274463,A,2022-01-12
744,0.6972356425440357,B,2022-01-13
745,0.8134443415258302,A,2022-01-14
746,-0.7417734523858265,B,2022-01-15
747,0.4496515890542247,A,2022-01-16
748,0.07926712016484862,B,2022-01-17
749,-0.24595667763726967,A,2022-01-18
750,-1.0040774145477669,B,2022-01-19
751,-0.13546920875937413,A,2022-01-20
752,0.9589773129638175,B,2022-01-21
753,-0.1552245514572196,A,2022-01-22
754,-1.0825481419149858,B,2022-01-23
755,-0.8161907948377317,A,2022-01-24
756,-0.6750863962532226,B,2022-01-25
757,0.32769673701245905,A,2022-01-26
758,-0.5117864434631477,B,2022-01-27
759,-0.11377365457955069,A,2022-01-28
760,-0.27438556761495825,B,2022-01-29
761,-0.47543538017165204,A,2022-01-30
762,0.8376491171609547,B,2022-01-31
763,-1.7224143400003882,A,2022-02-01
764,0.26368444366593136,B,2022-02-02
765,-1.0563845757482564,A,2022-02-03
766,0.29340800425283503,B,2022-02-04
767,-0.8608346449799079,A,2022-02-05
768,-0.24171297776674572,B,2022-02-06
769,-1.0473294291918698,A,2022-02-07
770,0.1775738735517311,B,2022-02-08
771,1.331532773992358,A,2022-02-09
772,-1.2253683869689291,B,2022-02-10
773,-1.4928123355546634,A,2022-02-11
774,0.6583816416970496,B,2022-02-12
775,0.16769681599567676,A,2022-02-13
776,-0.17405797542934184,B,2022-02-14
777,-0.2737104358023255,A,2022-02-15
778,-0.4980665605643799,B,2022-02-16
779,0.6520108356559077,A,2022-02-17
780,-0.23340926280495852,B,2022-02-18
781,0.15557616220138137,A,2022-02-19
782,0.09052030974779014,B,2022-02-20
783,0.257139214338663,A,2022-02-21
784,-1.0706549304838162,B,2022-02-22
785,-0.32990352703905723,A,2022-02-23
786,-1.19020119638656,B,2022-02-24
787,0.40811542229738446,A,2022-02-25
788,0.725325235837363,B,2022-02-26
789,0.05665785082076149,A,2022-02-27
790,0.6024425129580667,B,2022-02-28
791,0.9448513905268845,A,2022-03-01
792,-0.20860393666523075,B,2022-03-02
793,-0.5217549387555405,A,2022-03-03
794,0.47582022879578706,B,2022-03-04
795,-1.3447372742112296,A,2022-03-05
796,-1.4299850766673892,B,2022-03-06
797,1.5992617993644938,A,2022-03-07
798,-0.1657972777643098,B,2022-03-08
799,0.8294382019642468,A,2022-03-09
800,-0.8331321839995108,B,2022-03-10
801,-1.7209218621171145,A,2022-03-11
802,1.2682151271012152,B,2022-03-12
803,1.121724412511317,A,2022-03-13
804,-0.7906227601030112,B,2022-03-14
805,2.05709658092032,A,2022-03-15
806,-0.4657482827188745,B,2022-03-16
807,-2.6170021970004855,A,2022-03-17
808,-2.6556406633127168,B,2022-03-18
809,0.22257186055599754,A,2022-03-19
810,1.420206904748608,B,2022-03-20
811,0.9021723074064487,A,2022-03-21
812,0.6719135636129826,B,2022-03-22
813,0.46760158019735676,A,2022-03-23
814,-0.9642099788562405,B,2022-03-24
815,0.15706252407332133,A,2022-03-25
816,0.6209979058672516,B,2022-03-26
817,0.2553769520524478,A,2022-03-27
818,0.4272161322347152,B,2022-03-28
819,0.35291301471158104,A,2022-03-29
820,0.12948734517715949,B,2022-03-30
821,0.1548444672319061,A,2022-03-31
822,-1.3842814601599711,B,2022-04-01
823,-1.471479389994788,A,2022-04-02
824,0.6820008718699531,B,2022-04-03
825,-1.0126485014337483,A,2022-04-04
826,-0.5241060561019617,B,2022-04-05
827,-0.06004284829113643,A,2022-04-06
828,0.8789918911819744,B,2022-04-07
829,-0.3314637012134065,A,2022-04-08
830,-1.0882707025647134,B,2022-04-09
831,-1.2048834336636345,A,2022-04-10
832,1.1662442569100175,B,2022-04-11
833,0.44591032593656793,A,2022-04-12
834,1.5387942350597867,B,2022-04-13
835,0.7185840047942097,A,2022-04-14
836,-0.5778821984785132,B,2022-04-15
837,-1.1665150435142584,A,2022-04-16
838,-0.3604763694922611,B,2022-04-17
839,1.0244476294610019,A,2022-04-18
840,-0.13857683703372314,B,2022-04-19
841,0.628097273165138,A,2022-04-20
842,0.10129790217858728,B,2022-04-21
843,-1.8170520370905208,A,2022-04-22
844,0.98603825296948,B,2022-04-23
845,0.9061540396497938,A,2022-04-24
846,-0.8338890387707333,B,2022-04-25
847,0.34311192423683595,A,2022-04-26
848,0.4479431771830646,B,2022-04-27
849,0.4944531231628325,A,2022-04-28
850,0.23920861034185198,B,2022-04-29
851,0.637960587175154,A,2022-04-30
852,2.0116850890822997,B,2022-05-01
853,-1.4129841371789154,A,2022-05-02
854,-0.6743284664217956,B,2022-05-03
855,0.5530874913929272,A,2022-05-04
856,1.1424142751354942,B,2022-05-05
857,0.13992688902854603,A,2022-05-06
858,-0.6994269660057171,B,2022-05-07
859,0.2603271723191307,A,2022-05-08
860,0.07467640185494517,B,2022-05-09
861,1.6965994090419487,A,2022-05-10
862,0.5406487572227583,B,2022-05-11
863,-0.657884267543558,A,2022-05-12
864,-0.2823234348225338,B,2022-05-13
865,-1.1776498824860877,A,2022-05-14
866,0.6395691534510641,B,2022-05-15
867,0.2785951258473201,A,2022-05-16
868,-0.6826706739816095,B,2022-05-17
869,0.8108117395802972,A,2022-05-18
870,0.25037753503749727,B,2022-05-19
871,-0.8175710968883828,A,2022-05-20
872,1.6061460527050166,B,2022-05-21
873,-0.2725281895039271,A,2022-05-22
874,0.19212618663135894,B,2022-05-23
875,-0.03015749720032318,A,2022-05-24
876,0.979842629448883,B,2022-05-25
877,1.49307873470127,A,2022-05-26
878,0.6172513304722723,B,2022-05-27
879,1.8979385538529265,A,2022-05-28
880,-1.4499526841842227,B,2022-05-29
881,1.6786070029466724,A,2022-05-30
882,-0.24941815587978194,B,2022-05-31
883,0.02181619552830605,A,2022-06-01
884,0.6549980289511947,B,2022-06-02
885,0.8558256419910426,A,2022-06-03
886,0.6994453581471548,B,2022-06-04
887,-0.36730216211334366,A,2022-06-05
888,-0.3525181253635054,B,2022-06-06
889,1.7149082141048988,A,2022-06-07
890,1.6124986234353762,B,2022-06-08
891,1.343992868898207,A,2022-06-09
892,-1.6539168563939408,B,2022-06-10
893,-1.0589362989470257,A,2022-06-11
894,0.3624458702736027,B,2022-06-12
895,0.35367986699517345,A,2022-06-13
896,-0.8271281276543808,B,2022-06-14
897,1.97148437161874,A,2022-06-15
898,0.7944813896195867,B,2022-06-16
899,2.4555059960918646,A,2022-06-17
900,0.3109984526917831,B,2022-06-18
901,0.6049529748984309,A,2022-06-19
902,0.6232065913545456,B,2022-06-20
903,-0.37954660988887745,A,2022-06-21
904,-1.3130237984844906,B,2022-06-22
905,-0.7745211705872183,A,2022-06-23
906,-1.4525887717051307,B,2022-06-24
907,0.19088255552738886,A,2022-06-25
908,-1.6572781992500671,B,2022-06-26
909,0.7326554699493976,A,2022-06-27
910,0.7421675299724309,B,2022-06-28
911,0.908579010811391,A,2022-06-29
912,-1.0848284087802975,B,2022-06-30
913,0.0957545980215033,A,2022-07-01
914,-0.36421950405597964,B,2022-07-02
915,1.3103815957005143,A,2022-07-03
916,0.2409500956209603,B,2022-07-04
917,-1.4729975316532962,A,2022-07-05
918,1.1756823658587234,B,2022-07-06
919,1.2476206355434427,A,2022-07-07
920,1.3046582369108777,B,2022-07-08
921,0.21388813251259436,A,2022-07-09
922,-0.06324575986247721,B,2022-07-10
923,-1.0641245985820924,A,2022-07-11
924,0.8233908650953292,B,2022-07-12
925,0.675346654685522,A,2022-07-13
926,-0.5187992211553276,B,2022-07-14
927,-1.172661627005129,A,2022-07-15
928,-0.07709213641531203,B,2022-07-16
929,1.8219210490180682,A,2022-07-17
930,0.8053867463794108,B,2022-07-18
931,1.2363438394993485,A,2022-07-19
932,0.14006228255195788,B,2022-07-20
933,-2.419749141405684,A,2022-07-21
934,-0.45087733117391665,B,2022-07-22
935,-0.1757906449327295,A,2022-07-23
936,0.49666741075527554,B,2022-07-24
937,1.1734805960586427,A,2022-07-25
938,-0.12739467095469276,B,2022-07-26
939,0.534300060655443,A,2022-07-27
940,-1.6104461869800764,B,2022-07-28
941,-0.025488151844265425,A,2022-07-29
942,-0.36099660192401306,B,2022-07-30
943,-0.14142006351948733,A,2022-07-31
944,-1.1811019786291477,B,2022-08-01
945,0.20745110862391253,A,2022-08-02
946,1.9359719157954687,B,2022-08-03
947,1.974566400793409,A,2022-08-04
948,1.544297442451902,B,2022-08-05
949,1.790632180100015,A,2022-08-06
950,-1.7451012874927778,B,2022-08-07
951,1.700772730102834,A,2022-08-08
952,1.0122588658717948,B,2022-08-09
953,1.0565602258759714,A,2022-08-10
954,0.9245099865353756,B,2022-08-11
955,-1.4011645161535202,A,2022-08-12
956,0.271294834682382,B,2022-08-13
957,-1.3951942668381525,A,2022-08-14
958,-0.7940787528454801,B,2022-08-15
959,0.07495827662321898,A,2022-08-16
960,0.24926932874690763,B,2022-08-17
961,-0.8654231347193302,A,2022-08-18
962,0.07846496498906795,B,2022-08-19
963,0.00215444409037934,A,2022-08-20
964,0.6607776696264223,B,2022-08-21
965,0.12254127330610658,A,2022-08-22
966,1.6421483977674605,B,2022-08-23
967,1.4896271819803188,A,2022-08-24
968,-1.106442941965985,B,2022-08-25
969,1.149997288307429,A,2022-08-26
970,0.7192146539370914,B,2022-08-27
971,1.1452364053170812,A,2022-08-28
972,-0.04102819437156256,B,2022-08-29
973,-0.6329272904761838,A,2022-08-30
974,-0.38416869594419145,B,2022-08-31
975,-1.083903859220704,A,2022-09-01
976,0.7484324355560542,B,2022-09-02
977,1.1033534578208517,A,2022-09-03
978,0.5731716718291636,B,2022-09-04
979,0.11977221693869966,A,2022-09-05
980,0.09649783422614577,B,2022-09-06
981,0.13357307955633935,A,2022-09-07
982,-0.9699620113791604,B,2022-09-08
983,0.010456493746726652,A,2022-09-09
984,1.2119843360087699,B,2022-09-10
985,-0.9500953408851917,A,2022-09-11
986,-0.8270179339756235,B,2022-09-12
987,-0.4064065231613886,A,2022-09-13
988,-1.6505836456542413,B,2022-09-14
989,-0.35415429957361716,A,2022-09-15
990,-1.9447268280590233,B,2022-09-16
991,-0.044047273473255405,A,2022-09-17
992,-0.013798910902544186,B,2022-09-18
993,-0.26609190048266057,A,2022-09-19
994,-1.1797290802780718,B,2022-09-20
995,-3.0077357325068057,A,2022-09-21
996,-1.1068965590291058,B,2022-09-22
997,-0.12641544910388497,A,2022-09-23
998,-0.7097121017712723,B,2022-09-24
999,1.9378876425660452,A,2022-09-25
1000,0.16156240036802103,B,2022-09-26
